geoId,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+
CI,0.2938132231921914,0.23143507299093674,0.17669821093305008,0.1202586219151935,0.0802763637880036,0.050694217116168526,0.031164509430582563,0.012955509789779662,0.002704270844094241
GM,0.3154389687602414,0.23042384046768605,0.17759150630786905,0.11715778444996905,0.07202780361688677,0.047963225338731416,0.024530096033209423,0.012417117149922375,0.0024496578754845525
GH,0.2593211232472493,0.21294154770331555,0.17373927704631797,0.13485744592281163,0.09755271024358973,0.06870861451980173,0.03511308631994811,0.014700569900921848,0.0030656250960441633
GN,0.3019635124046738,0.24362329046253076,0.1801398362206605,0.11199948952210621,0.06841188073335816,0.046793096243357854,0.031078616032295347,0.013039877582771434,0.002950400798246101
GW,0.29590934543632663,0.2286735047494967,0.1739757865607587,0.129322285896632,0.07956054833389058,0.04684354354018652,0.030699218190262386,0.012518813535379609,0.002496953757066826
LR,0.2805272064625717,0.2323250377594299,0.1662528073659113,0.12452515255521458,0.08782609091090635,0.056118253498592334,0.03330975861052416,0.015116623698982755,0.003999069137867049
ML,0.33382916476427593,0.24737065150008147,0.15820671879489018,0.10668474197161462,0.07337776804649133,0.041930075571208585,0.024754091609264096,0.011411036207200161,0.002435751534973819
MR,0.28127389959695975,0.21669433894091183,0.16945368048416445,0.13329555279310745,0.0908952482547111,0.057455813973494835,0.032491192904427424,0.014449658684721036,0.003990614367502141
NE,0.36180268914689345,0.2437812920390921,0.15356768284531563,0.09332213695451115,0.06315185637525181,0.04324640565504434,0.026635216888459844,0.012226358094532425,0.0022663620008992577
NG,0.3097534148062497,0.2314120770989999,0.1609463736822176,0.11821140400363761,0.0826501170781913,0.051907404859601276,0.030360621611219198,0.012727797887748752,0.002030788972134692
SN,0.3005615169198629,0.2307523980331977,0.16863030363839313,0.12250959004248106,0.07954094409138117,0.04985090119225295,0.03020581189720693,0.01428469899241098,0.003663835192813157
SL,0.2790383835496745,0.23407289846978524,0.17619614428258296,0.12749804594091627,0.08435442714258583,0.05254278402178267,0.029337525393366037,0.013640366629747954,0.0033194245695585484
TG,0.28267367353256906,0.23131499406250014,0.16611966293892416,0.12858930051769976,0.08993122984822445,0.05444236240383044,0.03091498135524779,0.013467392429545715,0.002546402911458596
DZ,0.2206900757183814,0.1535139540466574,0.14991011730325318,0.16590791238420485,0.12425289405316996,0.08665828085320569,0.05770768097807845,0.02822815411710959,0.013130930545939352
EG,0.24457601027877207,0.17966031423469586,0.1613448607307554,0.1485165159951146,0.10698847776539039,0.07665938110764178,0.05005801421443774,0.024732445060533556,0.007463980612658678
LY,0.18707135941199954,0.17256505222384105,0.1594193343983449,0.16932315590951152,0.15269337461817556,0.0898163619129866,0.0413691059622455,0.02021833755452217,0.007523918008373104
MA,0.1829453513002973,0.16518839948179595,0.15939282196709134,0.15189030737492507,0.1206275992901543,0.10142853976902759,0.0740985546737061,0.03243185865681033,0.01199656748619189
SD,0.27660223936686373,0.23087401981547281,0.17394036831035878,0.11866206937223968,0.08500299058577235,0.058221061792386994,0.035028178006798694,0.016717519281792357,0.004951553468314373
TN,0.17072715270093342,0.1387588633459513,0.14598542739937953,0.16195328421647948,0.13305032788097562,0.11520010207623262,0.08144725550821594,0.03588456789110199,0.016993018980730235
AM,0.1413519823274166,0.1245024861350808,0.137999226520754,0.1700685804766009,0.11915630017744126,0.12238419240599967,0.11082553723398152,0.04277184994502628,0.03093984477769896
AZ,0.1662894663520454,0.13171268865563518,0.15868993285942887,0.17424415694570808,0.12632221063350813,0.12634913590109648,0.07932676968293771,0.023942973664030847,0.013122665305609182
BH,0.12819533340424769,0.10687401084754608,0.18022629516162303,0.29838861812794326,0.15087186461077715,0.08241208333651664,0.03912356905305237,0.010471425725339288,0.003436799732954549
CY,0.10965485882018713,0.11732779177064687,0.1588605230747059,0.15603369663257302,0.1380100897743094,0.12219874585977185,0.09972245252248499,0.06516775015923158,0.03302409138608916
GE,0.1386660149028308,0.11808381432251029,0.12551417272995044,0.14165234666315718,0.12983787374582462,0.13126097501363065,0.11527646693865272,0.062365276028251454,0.03734305965519186
IQ,0.26378840720081487,0.2165642700057726,0.17814878402768716,0.13434477212917353,0.09787108475074262,0.058205030154388944,0.03213109338322381,0.014263607612882766,0.004682950735313512
IL,0.1930666147846795,0.16233104320111244,0.1382900271629468,0.12965625141166795,0.1201746950306168,0.09190598253765998,0.08129393645065051,0.05310586594182847,0.030175583478837423
JO,0.21685118502735432,0.21364530918913197,0.17666483063057056,0.14609306546808137,0.11186213263759978,0.07405475177249356,0.035898556718814006,0.018695323204425303,0.006234845351529039
KW,0.14244632382194106,0.12486082045856717,0.10417408664852854,0.20572369497885876,0.22605192804789437,0.13143442679571757,0.0515770403106101,0.011368524477920123,0.002363154459962305
LB,0.16880328043224158,0.16628915753734333,0.17238063117377597,0.14792390001995473,0.1264010447968058,0.1061877018367455,0.06560263789509894,0.030997699489644766,0.015413946818389196
OM,0.16303791430029474,0.10384633912594271,0.2125755538592831,0.2819515523177552,0.13413348393517277,0.06180210714636798,0.027961145352054642,0.010390038659607075,0.004301865303521583
QA,0.09390155012391273,0.07927637744441282,0.24899550859753009,0.29370440046371826,0.1602882272496928,0.08821787814207271,0.02839093944589838,0.00580515504710072,0.0014199634856615277
SA,0.1710874577650337,0.1396076167005521,0.15381112359623825,0.20050524694656874,0.18408724891147546,0.09239341323387029,0.039453273030542683,0.014185611727648642,0.004869008088070194
PS,0.26748024470068704,0.21748726236009766,0.1893052830821874,0.1302179630126224,0.08784619799679147,0.05828146538137646,0.02976683336548127,0.015257528497969977,0.004357221602786364
SY,0.20775808588214714,0.190000009713921,0.17713523555144242,0.16611907770091144,0.110218776357939,0.07344558550001865,0.04699052155584787,0.020316208700050516,0.00801649903772184
TR,0.1591109609974699,0.16119634095549104,0.15620475147063223,0.15146872563814348,0.1357209583549223,0.10562629297286392,0.07342258125762761,0.039763055477006884,0.017486332875842697
AE,0.1022924249777562,0.08523325649114293,0.2173160842837499,0.32044346032516385,0.16259291838550513,0.08067550351856347,0.02453965461457575,0.005650327590390682,0.0012563698131521476
KZ,0.20600044512597443,0.14490948812270435,0.13704170811207736,0.15942598454563942,0.12176900880436596,0.10861547767667672,0.07663265981622869,0.029425021117920194,0.016180206678412776
KG,0.23442753285426504,0.16871072597353454,0.16598839610918814,0.15552962811787702,0.10521381118363948,0.08911986175757271,0.055765381485612546,0.017046404680672287,0.008198257837638414
UZ,0.2005941044480927,0.16316058236111355,0.17768536976340543,0.1666366440380004,0.1174363330296611,0.09168910794668256,0.057952626831613153,0.01709482201829808,0.007750409563132956
AF,0.28484984756992343,0.2522984218618512,0.180739040484669,0.11648700878365201,0.07612600290364287,0.04727142109652194,0.027165195660405875,0.012342036358549162,0.0027210252807845065
BD,0.17592275514202393,0.18625622029320493,0.18073437678736098,0.16097961214658266,0.12539527214088841,0.09111518135932296,0.04430666304700406,0.024869921335487665,0.010419997748124419
BT,0.16307159556875733,0.17624531500287707,0.19869312556051488,0.1797289311208224,0.1161257212173994,0.07648144404182412,0.04783233023851365,0.02881500028511739,0.013006536964173702
IN,0.17018904907320279,0.18275414248049657,0.1738415294962994,0.15625767450007055,0.12294176442055293,0.09284914699745683,0.06315256092465243,0.02838787936170218,0.009626252745566461
IR,0.17341759611666469,0.13986801964207637,0.14695169724536292,0.19929583854493124,0.13876897505913383,0.09876222592150082,0.06425425952103386,0.02803338751525976,0.010648000434036412
MV,0.1347184862600871,0.1099600031079916,0.25841470228030383,0.2545722626548908,0.11960032707911689,0.0653344235970563,0.03360330927106497,0.015662057712444177,0.0081344280370443
NP,0.18749421693687243,0.2100480601718623,0.20202535569441923,0.13017012707774991,0.10452939800406415,0.07920222421069596,0.05107210096589853,0.027852570535523317,0.007605946402914143
PK,0.24202846589545018,0.20565420172962,0.18076843962500444,0.13950698451364524,0.09619504173732496,0.06846146686731282,0.04030205104766629,0.02063869297481405,0.0064446556091619115
LK,0.15644682614736202,0.15813666771741797,0.1355168879081877,0.13169514202654897,0.1345477683210162,0.11931014675492979,0.09401636837005124,0.05353400347915426,0.016796189275331865
CN,0.11857486347613128,0.1157520031347721,0.12863483070627027,0.15898467678614195,0.15014812296152624,0.15436823667723287,0.1053716389179854,0.04967214902683877,0.018493478313101223
TW,0.08619496132452863,0.09190207322359976,0.1310149673916809,0.1489952355010282,0.1590409700725644,0.15364036482689197,0.13020293469623828,0.06251056240821858,0.03649793055524941
JP,0.08048904247460821,0.08908512444268483,0.09604415866864331,0.1142933335467064,0.14605939549635397,0.13078730430607094,0.12551928834060172,0.12797144429835317,0.0897509084259776
MN,0.22495708130941353,0.15265357692359313,0.15252332617106712,0.17212621694467728,0.12904463665835747,0.09579744574308818,0.048306252158136005,0.018268354374778088,0.00632310971688916
KR,0.08101968389080824,0.09271179530986479,0.1310006051783583,0.138091512010246,0.1603076842476698,0.16533711879122395,0.12587885396964488,0.06945002419874721,0.03620272240343677
BN,0.15167446506492824,0.1487692093178478,0.15931133324037733,0.17501937218131905,0.1554414685827792,0.11479531776091871,0.06517510394689621,0.0218728499164539,0.007940879988479553
KH,0.21117250577203583,0.18542223681110517,0.18647110518942822,0.1728137455349375,0.0854769710408613,0.08298860019555031,0.048853245812795536,0.021080543772699883,0.0057210458705861745
ID,0.17532835308581993,0.16928338704612278,0.15929675777434957,0.1505048150850562,0.13836730027787983,0.10659079056283771,0.0640939562583518,0.027692215291344063,0.008842424618237995
LA,0.21534326723620845,0.20153112696816575,0.18728809179669567,0.14933965184241588,0.10620274244332666,0.07237618678215108,0.043704013823823225,0.018715270695462995,0.005499648411750249
MY,0.1589071654765597,0.15805998010628317,0.1782848778523684,0.17460354536263645,0.1232939889571766,0.09720191541753169,0.066469910799599,0.031674629653008074,0.011503986374836952
MM,0.1658021531932284,0.18225843678070167,0.1684086692186337,0.14837400413609358,0.13269614657978673,0.10243043743190795,0.06623741306574328,0.02615393103675416,0.007638808557150575
PH,0.20089501760271858,0.19501262466966812,0.17871801506619506,0.141465354171297,0.11234810277704403,0.08547935074743966,0.053648592729301774,0.024088272168504263,0.008344670067831505
SG,0.08188186572992387,0.08645544372355604,0.14239472796723202,0.15325853543971696,0.16492588554209558,0.16173786733529982,0.13662874125499994,0.049507182741251245,0.02320975026592458
TH,0.10658788459790058,0.1216663850524423,0.1379700721395643,0.13223108752269236,0.15636476275107136,0.15302861556775849,0.1092314957463167,0.05539497447979139,0.027524722142462568
TL,0.2517198329543507,0.2326351860756863,0.18575561154756903,0.1206173650414656,0.07644477345230204,0.06710420329449455,0.03803276898035712,0.0219304300075392,0.005759828646235481
VN,0.1590178480407918,0.1397086600284699,0.15810273301389643,0.16643887244588304,0.13944071900039884,0.11413735085911411,0.07543449651409041,0.02854440566491501,0.01917491443244042
AG,0.148915529776979,0.14160403561800508,0.15209133240748304,0.14392206519075237,0.14153255452985866,0.13103504615635977,0.08213177028020587,0.04187770606976554,0.01688995997059064
AW,0.11011932637731112,0.13122154993162616,0.1403068392559429,0.10531442594084259,0.13366614839930316,0.16114680703594775,0.12882378285221888,0.06517055991607815,0.024230560290729255
BS,0.1364380747009521,0.16222587273171132,0.16927740255513066,0.14102296769468634,0.14366506631947273,0.12516783302140125,0.0748382699975588,0.03469820571242575,0.012666307266661243
BB,0.10654519767130292,0.12705527001680753,0.1307647605360318,0.12918492123422332,0.13594621586729347,0.1389701814031339,0.11682807242206067,0.07013233764019333,0.044573043208952876
CU,0.10589005577658853,0.11007100443768907,0.12545838933711534,0.1344649628803519,0.13790367749732135,0.17368779872117146,0.10365161139037467,0.07100152419751848,0.03787097576186921
CW,0.11780012187690435,0.1314686166971359,0.11906154783668495,0.11409506398537476,0.12358927483241926,0.14884826325411335,0.1261730652041438,0.07925045703839122,0.039713589274832414
DO,0.18430730950421392,0.17845613309262326,0.17093781434643968,0.1442105313616345,0.11748712009250821,0.09350516007516291,0.06288210146402476,0.0314807358177211,0.01673309424567179
GD,0.16113723015668469,0.1434157786684916,0.16254143744612026,0.16183933380140247,0.11438956976155139,0.10793732614047408,0.08510562660528447,0.04255281330264223,0.021080884117349073
HT,0.21931784806060198,0.20579015206533496,0.17929849446609802,0.15186590558431184,0.0970387018393194,0.06924987632134018,0.04594873788131111,0.022820806569908637,0.00866947721177391
JM,0.15696174574769828,0.15757333019042194,0.17408577243858067,0.14973282438881236,0.12070603388333156,0.10824571848676921,0.07245164987651803,0.04036288469286202,0.01988004029500591
PR,0.08400469792089035,0.13795458676472644,0.10093294277205297,0.11588099998601809,0.13955481606800801,0.1447770584863187,0.12619545308370966,0.09566456005928328,0.05503488485899246
LC,0.11878298090170943,0.13252264075935719,0.17870815611913152,0.15491561790349018,0.13895953253571058,0.12729470835216658,0.07926307936110308,0.04551024075717887,0.024043043310152532
VC,0.14373529703371882,0.15708401308733,0.1577509982243774,0.14160815524529732,0.13054882060803807,0.12249091908749224,0.08270615699387997,0.04058694692060173,0.02348869279926451
TT,0.1317986325028171,0.13276969984087073,0.13076325606952816,0.17353523531055218,0.13679402011159772,0.12508976477876602,0.09710173198684378,0.05262913444959631,0.019518524949428046
VI,0.12322955670685576,0.13424245616387195,0.12191758520632427,0.09318828227497773,0.11267632609674114,0.1383698993516754,0.1342711854668033,0.10439271041820289,0.03771199831454756
BZ,0.19643328697427953,0.19578945780026707,0.19068157868925437,0.15018069971153436,0.11055251105952653,0.08000080478646752,0.044801456663506205,0.020901813536005395,0.010658390779159048
CR,0.1385124086347498,0.14111129040300235,0.16184482718682777,0.16208019687034877,0.12770856718165316,0.11825314470779412,0.08303858139020838,0.04531995161474595,0.022131032010669564
SV,0.17680966100187148,0.17973895659416042,0.187446241644377,0.13604912952898007,0.1117976454938723,0.08758146717932423,0.06264005694550633,0.038295297971801985,0.019641543640106125
